seller_type,area_m2,room_layout,city,district,neighborhood,listing_date_raw,price_try,rooms,living_rooms,total_rooms,listing_date,listing_month,listing_day,price_per_m2,is_model_candidate_domain,is_model_candidate_pct
Sahibinden,160.0,3.5+1,Istanbul,Şişli,Esentepe,25 Mayıs  2025,8750000,3.5,1.0,4.5,2025-05-25,5,25,54687.5,True,True
Sahibinden,85.0,2+1,Istanbul,Kartal,Topselvi,25 Mayıs  2025,4899000,2.0,1.0,3.0,2025-05-25,5,25,57635.294117647056,True,True
Sahibinden,110.0,3+1,Istanbul,Tuzla,Aydınlı,24 Mayıs  2025,5900000,3.0,1.0,4.0,2025-05-24,5,24,53636.36363636364,True,True
Sahibinden,200.0,6+1,Istanbul,Sultanbeyli,Necipfazıl,24 Mayıs  2025,6999999,6.0,1.0,7.0,2025-05-24,5,24,34999.995,True,True
Sahibinden,120.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1625000,2.0,1.0,3.0,2025-05-24,5,24,13541.666666666666,True,True
Sahibinden,95.0,2+1,Istanbul,Kağıthane,Bilinmiyor,24 Mayıs  2025,5850000,2.0,1.0,3.0,2025-05-24,5,24,61578.94736842105,True,True
Sahibinden,175.0,3.5+1,Istanbul,Başakşehir,Bahçeşehir,24 Mayıs  2025,10600000,3.5,1.0,4.5,2025-05-24,5,24,60571.42857142857,True,True
Sahibinden,210.0,5+1,Istanbul,Fatih,Kocamustafapaşa,24 Mayıs  2025,6750000,5.0,1.0,6.0,2025-05-24,5,24,32142.85714285714,True,True
Sahibinden,100.0,2+1,Istanbul,Esenyurt,Haramidere,24 Mayıs  2025,1175000,2.0,1.0,3.0,2025-05-24,5,24,11750.0,True,True
Sahibinden,100.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1059000,2.0,1.0,3.0,2025-05-24,5,24,10590.0,True,True
Sahibinden,125.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2239999,2.0,1.0,3.0,2025-05-24,5,24,17919.992,True,True
Sahibinden,110.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2199999,2.0,1.0,3.0,2025-05-24,5,24,19999.99090909091,True,True
Sahibinden,120.0,2+1,Istanbul,Esenler,Bilinmiyor,24 Mayıs  2025,2799999,2.0,1.0,3.0,2025-05-24,5,24,23333.325,True,True
Sahibinden,100.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,919000,2.0,1.0,3.0,2025-05-24,5,24,9190.0,True,True
Sahibinden,115.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1799999,2.0,1.0,3.0,2025-05-24,5,24,15652.165217391304,True,True
Sahibinden,105.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1340000,2.0,1.0,3.0,2025-05-24,5,24,12761.904761904761,True,True
Sahibinden,125.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2650000,2.0,1.0,3.0,2025-05-24,5,24,21200.0,True,True
Sahibinden,115.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1349000,2.0,1.0,3.0,2025-05-24,5,24,11730.434782608696,True,True
Sahibinden,110.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1350000,2.0,1.0,3.0,2025-05-24,5,24,12272.727272727272,True,True
Sahibinden,115.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1599999,2.0,1.0,3.0,2025-05-24,5,24,13913.034782608696,True,True
Sahibinden,120.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2650000,2.0,1.0,3.0,2025-05-24,5,24,22083.333333333332,True,True
Sahibinden,85.0,1+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1499999,1.0,1.0,2.0,2025-05-24,5,24,17647.04705882353,True,True
Sahibinden,120.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1629999,2.0,1.0,3.0,2025-05-24,5,24,13583.325,True,True
Sahibinden,100.0,2+1,Istanbul,Esenyurt,Bilinmiyor,23 Mayıs  2025,3490000,2.0,1.0,3.0,2025-05-23,5,23,34900.0,True,True
Sahibinden,70.0,2+1,Istanbul,Zeytinburnu,Çırpıcı,23 Mayıs  2025,3650000,2.0,1.0,3.0,2025-05-23,5,23,52142.857142857145,True,True
Sahibinden,100.0,2+1,Istanbul,Esenyurt,Bilinmiyor,22 Mayıs  2025,4100000,2.0,1.0,3.0,2025-05-22,5,22,41000.0,True,True
Sahibinden,200.0,4+2,Istanbul,Beylikdüzü,Yakuplu,22 Mayıs  2025,5650000,4.0,2.0,6.0,2025-05-22,5,22,28250.0,True,True
Sahibinden,200.0,4+1,Istanbul,Başakşehir,Bahçeşehir,22 Mayıs  2025,11950000,4.0,1.0,5.0,2025-05-22,5,22,59750.0,True,True
Sahibinden,230.0,4+2,Istanbul,Kartal,Topselvi,21 Mayıs  2025,12500000,4.0,2.0,6.0,2025-05-21,5,21,54347.82608695652,True,True
Sahibinden,189.0,3+1,Istanbul,Ataşehir,Bilinmiyor,21 Mayıs  2025,21750000,3.0,1.0,4.0,2025-05-21,5,21,115079.36507936507,True,False
Sahibinden,90.0,2+1,Istanbul,Fatih,Kocamustafapaşa,21 Mayıs  2025,3350000,2.0,1.0,3.0,2025-05-21,5,21,37222.22222222222,True,True
Sahibinden,110.0,3+1,Istanbul,Fatih,Fevzipaşa,21 Mayıs  2025,3500000,3.0,1.0,4.0,2025-05-21,5,21,31818.18181818182,True,True
Sahibinden,129.0,3+1,Istanbul,Esenyurt,Bilinmiyor,20 Mayıs  2025,4000000,3.0,1.0,4.0,2025-05-20,5,20,31007.751937984496,True,True
Sahibinden,210.0,5+2,Istanbul,Sultanbeyli,Necipfazıl,20 Mayıs  2025,5950000,5.0,2.0,7.0,2025-05-20,5,20,28333.333333333332,True,True
Sahibinden,158.0,2+1,Istanbul,Esenyurt,Bilinmiyor,19 Mayıs  2025,4850000,2.0,1.0,3.0,2025-05-19,5,19,30696.20253164557,True,True
Sahibinden,135.0,3+1,Istanbul,Üsküdar,Altunizade,19 Mayıs  2025,18800000,3.0,1.0,4.0,2025-05-19,5,19,139259.25925925927,True,False
Sahibinden,125.0,3+1,Istanbul,Bahçelievler,Merkez,19 Mayıs  2025,5175000,3.0,1.0,4.0,2025-05-19,5,19,41400.0,True,True
Sahibinden,190.0,5+1,Istanbul,Gaziosmanpaşa,Bilinmiyor,18 Mayıs  2025,7450000,5.0,1.0,6.0,2025-05-18,5,18,39210.52631578947,True,True
Sahibinden,245.0,4+1,Istanbul,Büyükçekmece,Merkez,18 Mayıs  2025,13250000,4.0,1.0,5.0,2025-05-18,5,18,54081.63265306123,True,True
Sahibinden,100.0,2+1,Istanbul,Esenyurt,Bilinmiyor,18 Mayıs  2025,1990000,2.0,1.0,3.0,2025-05-18,5,18,19900.0,True,True
Sahibinden,110.0,3+1,Istanbul,Sultanbeyli,Necipfazıl,17 Mayıs  2025,5350000,3.0,1.0,4.0,2025-05-17,5,17,48636.36363636364,True,True
Sahibinden,75.0,1+1,Istanbul,Esenyurt,Bilinmiyor,16 Mayıs  2025,1950000,1.0,1.0,2.0,2025-05-16,5,16,26000.0,True,True
Sahibinden,240.0,5+2,Istanbul,Çekmeköy,Bilinmiyor,15 Mayıs  2025,12500000,5.0,2.0,7.0,2025-05-15,5,15,52083.333333333336,True,True
Sahibinden,135.0,3+1,Istanbul,Esenyurt,Bilinmiyor,14 Mayıs  2025,3650000,3.0,1.0,4.0,2025-05-14,5,14,27037.037037037036,True,True
Sahibinden,230.0,3+1,Istanbul,Bakırköy,Yeşilköy,13 Mayıs  2025,22000000,3.0,1.0,4.0,2025-05-13,5,13,95652.17391304347,True,False
Sahibinden,90.0,2+1,Istanbul,Küçükçekmece,Merkez,13 Mayıs  2025,3850000,2.0,1.0,3.0,2025-05-13,5,13,42777.77777777778,True,True
Sahibinden,90.0,2+1,Istanbul,Beylikdüzü,Yakuplu,09 Mayıs  2025,4150000,2.0,1.0,3.0,2025-05-09,5,9,46111.11111111111,True,True
Sahibinden,90.0,2+1,Istanbul,Bağcılar,Barbaros/Yeşilbağ,09 Mayıs  2025,8200000,2.0,1.0,3.0,2025-05-09,5,9,91111.11111111111,True,True
Sahibinden,125.0,2+1,Istanbul,Sultangazi,Sultançiftliği,07 Mayıs  2025,8150000,2.0,1.0,3.0,2025-05-07,5,7,65200.0,True,True
Sahibinden,170.0,3+1,Istanbul,Kartal,Rahmanlar (Atalar),06 Mayıs  2025,12750000,3.0,1.0,4.0,2025-05-06,5,6,75000.0,True,True
Sahibinden,95.0,2+1,Istanbul,Ümraniye,Atakent,04 Mayıs  2025,8450000,2.0,1.0,3.0,2025-05-04,5,4,88947.36842105263,True,True
Sahibinden,65.0,1+1,Istanbul,Kadıköy,Caferağa,03 Mayıs  2025,7000000,1.0,1.0,2.0,2025-05-03,5,3,107692.30769230769,True,True
Sahibinden,114.0,2+1,Istanbul,Çekmeköy,Taşdelen,03 Mayıs  2025,7999000,2.0,1.0,3.0,2025-05-03,5,3,70166.66666666667,True,True
Sahibinden,135.0,3+1,Istanbul,Esenyurt,Bilinmiyor,25 Mayıs  2025,1950000,3.0,1.0,4.0,2025-05-25,5,25,14444.444444444445,True,True
Sahibinden,95.0,2+1,Istanbul,Esenler,Bilinmiyor,25 Mayıs  2025,2100000,2.0,1.0,3.0,2025-05-25,5,25,22105.263157894737,True,True
Sahibinden,85.0,1+1,Istanbul,Şişli,Feriköy,25 Mayıs  2025,3200000,1.0,1.0,2.0,2025-05-25,5,25,37647.05882352941,True,True
Sahibinden,160.0,3+2,Istanbul,Eyüpsultan,Göktürk,25 Mayıs  2025,9500000,3.0,2.0,5.0,2025-05-25,5,25,59375.0,True,True
Sahibinden,117.0,3+1,Istanbul,Bahçelievler,Merkez,25 Mayıs  2025,14000000,3.0,1.0,4.0,2025-05-25,5,25,119658.11965811966,True,True
Sahibinden,67.0,1+1,Istanbul,Kağıthane,Bilinmiyor,25 Mayıs  2025,6100000,1.0,1.0,2.0,2025-05-25,5,25,91044.77611940299,True,True
Sahibinden,100.0,3+1,Istanbul,Fatih,Yedikule,25 Mayıs  2025,5000000,3.0,1.0,4.0,2025-05-25,5,25,50000.0,True,True
Sahibinden,80.0,2+1,Istanbul,Tuzla,Mimarsinan,25 Mayıs  2025,3500000,2.0,1.0,3.0,2025-05-25,5,25,43750.0,True,True
Sahibinden,95.0,2+1,Istanbul,Tuzla,Mimarsinan,25 Mayıs  2025,4750000,2.0,1.0,3.0,2025-05-25,5,25,50000.0,True,True
Sahibinden,100.0,2+1,Istanbul,Bahçelievler,Kocasinan,25 Mayıs  2025,4600000,2.0,1.0,3.0,2025-05-25,5,25,46000.0,True,True
Sahibinden,90.0,2+1,Istanbul,Ümraniye,Tepeüstü,25 Mayıs  2025,3800000,2.0,1.0,3.0,2025-05-25,5,25,42222.22222222222,True,True
Sahibinden,60.0,2+1,Istanbul,Kağıthane,Gültepe,25 Mayıs  2025,2470000,2.0,1.0,3.0,2025-05-25,5,25,41166.666666666664,True,True
Sahibinden,135.0,3+1,Istanbul,Esenyurt,Bilinmiyor,25 Mayıs  2025,4750000,3.0,1.0,4.0,2025-05-25,5,25,35185.18518518518,True,True
Sahibinden,110.0,2+1,Istanbul,Sancaktepe,Yenidoğan,25 Mayıs  2025,2250000,2.0,1.0,3.0,2025-05-25,5,25,20454.545454545456,True,True
Sahibinden,125.0,3+1,Istanbul,Bahçelievler,Cumhuriyet,25 Mayıs  2025,6750000,3.0,1.0,4.0,2025-05-25,5,25,54000.0,True,True
Sahibinden,85.0,2+1,Istanbul,Sultanbeyli,Necipfazıl,25 Mayıs  2025,4200000,2.0,1.0,3.0,2025-05-25,5,25,49411.76470588235,True,True
Sahibinden,280.0,5+2,Istanbul,Büyükçekmece,Bilinmiyor,25 Mayıs  2025,16750000,5.0,2.0,7.0,2025-05-25,5,25,59821.42857142857,True,False
Sahibinden,70.0,2+1,Istanbul,Sancaktepe,Sarıgazi,24 Mayıs  2025,4400000,2.0,1.0,3.0,2025-05-24,5,24,62857.142857142855,True,True
Sahibinden,160.0,2+1,Istanbul,Ataşehir,Yeni Çamlıca,24 Mayıs  2025,4700000,2.0,1.0,3.0,2025-05-24,5,24,29375.0,True,True
Sahibinden,114.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,3300000,2.0,1.0,3.0,2025-05-24,5,24,28947.36842105263,True,True
Sahibinden,150.0,3+2,Istanbul,Başakşehir,İkitelli,24 Mayıs  2025,4350000,3.0,2.0,5.0,2025-05-24,5,24,29000.0,True,True
Sahibinden,95.0,2+1,Istanbul,Arnavutköy,Taşoluk,24 Mayıs  2025,4000000,2.0,1.0,3.0,2025-05-24,5,24,42105.26315789474,True,True
Sahibinden,90.0,2+1,Istanbul,Sultanbeyli,Mehmetakif,24 Mayıs  2025,1850000,2.0,1.0,3.0,2025-05-24,5,24,20555.555555555555,True,True
Sahibinden,110.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2250000,2.0,1.0,3.0,2025-05-24,5,24,20454.545454545456,True,True
Sahibinden,145.0,3+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,3550000,3.0,1.0,4.0,2025-05-24,5,24,24482.758620689656,True,True
Sahibinden,110.0,2+1,Istanbul,Ümraniye,Tepeüstü,25 Mayıs  2025,3550000,2.0,1.0,3.0,2025-05-25,5,25,32272.727272727272,True,True
Sahibinden,125.0,3+1,Istanbul,Küçükçekmece,Sefaköy,24 Mayıs  2025,4350000,3.0,1.0,4.0,2025-05-24,5,24,34800.0,True,True
Sahibinden,7.651,1+1,Istanbul,Çekmeköy,Taşdelen,24 Mayıs  2025,6200000,1.0,1.0,2.0,2025-05-24,5,24,810351.5880277088,False,False
Sahibinden,110.0,2+1,Istanbul,Sultangazi,Zübeydehanım,24 Mayıs  2025,4200000,2.0,1.0,3.0,2025-05-24,5,24,38181.818181818184,True,True
Sahibinden,118.0,3+1,Istanbul,Başakşehir,İkitelli,24 Mayıs  2025,7250000,3.0,1.0,4.0,2025-05-24,5,24,61440.67796610169,True,True
Sahibinden,140.0,2+1,Istanbul,Maltepe,Zümrütevler,24 Mayıs  2025,4050000,2.0,1.0,3.0,2025-05-24,5,24,28928.571428571428,True,True
Sahibinden,65.0,1+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1580000,1.0,1.0,2.0,2025-05-24,5,24,24307.69230769231,True,True
Sahibinden,85.0,2+1,Istanbul,Eyüpsultan,Rami,24 Mayıs  2025,2950000,2.0,1.0,3.0,2025-05-24,5,24,34705.882352941175,True,True
Sahibinden,80.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2600000,2.0,1.0,3.0,2025-05-24,5,24,32500.0,True,True
Sahibinden,120.0,3+1,Istanbul,Kağıthane,Hamidiye,24 Mayıs  2025,6500000,3.0,1.0,4.0,2025-05-24,5,24,54166.666666666664,True,True
Sahibinden,180.0,3+1,Istanbul,Beykoz,Çavuşbaşı,24 Mayıs  2025,5350000,3.0,1.0,4.0,2025-05-24,5,24,29722.222222222223,True,True
Sahibinden,80.0,2+1,Istanbul,Zeytinburnu,Çırpıcı,24 Mayıs  2025,3500000,2.0,1.0,3.0,2025-05-24,5,24,43750.0,True,True
Sahibinden,100.0,2+1,Istanbul,Beylikdüzü,Kavaklı,24 Mayıs  2025,2150000,2.0,1.0,3.0,2025-05-24,5,24,21500.0,True,True
Sahibinden,120.0,3+1,Istanbul,Pendik,Çamçeşme,24 Mayıs  2025,2950000,3.0,1.0,4.0,2025-05-24,5,24,24583.333333333332,True,True
Sahibinden,95.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,3400000,2.0,1.0,3.0,2025-05-24,5,24,35789.47368421053,True,True
Sahibinden,400.0,3+1,Istanbul,Sultangazi,Zübeydehanım,24 Mayıs  2025,3800000,3.0,1.0,4.0,2025-05-24,5,24,9500.0,True,False
Sahibinden,155.0,2+2,Istanbul,Eyüpsultan,Alibeyköy,24 Mayıs  2025,6500000,2.0,2.0,4.0,2025-05-24,5,24,41935.48387096774,True,True
Sahibinden,111.0,2+1,Istanbul,Eyüpsultan,Çırçır,24 Mayıs  2025,3700000,2.0,1.0,3.0,2025-05-24,5,24,33333.333333333336,True,True
Sahibinden,120.0,3+1,Istanbul,Güngören,Tozkoparan,24 Mayıs  2025,5600000,3.0,1.0,4.0,2025-05-24,5,24,46666.666666666664,True,True
Sahibinden,110.0,2+1,Istanbul,Esenler,Karabayır,24 Mayıs  2025,2600000,2.0,1.0,3.0,2025-05-24,5,24,23636.363636363636,True,True
Sahibinden,100.0,2+1,Istanbul,Gaziosmanpaşa,Fevziçakmak,24 Mayıs  2025,2900000,2.0,1.0,3.0,2025-05-24,5,24,29000.0,True,True
Sahibinden,205.0,3+1,Istanbul,Bahçelievler,Çobançeşme,24 Mayıs  2025,12500000,3.0,1.0,4.0,2025-05-24,5,24,60975.60975609756,True,True
Sahibinden,80.0,2+1,Istanbul,Küçükçekmece,Sefaköy,24 Mayıs  2025,2980000,2.0,1.0,3.0,2025-05-24,5,24,37250.0,True,True
Sahibinden,95.0,2+1,Istanbul,Çatalca,Bilinmiyor,24 Mayıs  2025,4500000,2.0,1.0,3.0,2025-05-24,5,24,47368.42105263158,True,True
Sahibinden,85.0,2+1,Istanbul,Bahçelievler,Kocasinan,24 Mayıs  2025,3340000,2.0,1.0,3.0,2025-05-24,5,24,39294.117647058825,True,True
Sahibinden,85.0,2+1,Istanbul,Bahçelievler,Kocasinan,24 Mayıs  2025,3340000,2.0,1.0,3.0,2025-05-24,5,24,39294.117647058825,True,True
Sahibinden,150.0,3+1,Istanbul,Başakşehir,Bahçeşehir,24 Mayıs  2025,6100000,3.0,1.0,4.0,2025-05-24,5,24,40666.666666666664,True,True
Sahibinden,135.0,4+1,Istanbul,Avcılar,Bilinmiyor,24 Mayıs  2025,2895000,4.0,1.0,5.0,2025-05-24,5,24,21444.444444444445,True,True
Sahibinden,70.0,1+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2190000,1.0,1.0,2.0,2025-05-24,5,24,31285.714285714286,True,True
Sahibinden,110.0,1+1,Istanbul,Küçükçekmece,Halkalı,24 Mayıs  2025,7500000,1.0,1.0,2.0,2025-05-24,5,24,68181.81818181818,True,True
Sahibinden,115.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,4500000,2.0,1.0,3.0,2025-05-24,5,24,39130.434782608696,True,True
Sahibinden,115.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,3500000,2.0,1.0,3.0,2025-05-24,5,24,30434.782608695652,True,True
Sahibinden,130.0,3+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,4250000,3.0,1.0,4.0,2025-05-24,5,24,32692.30769230769,True,True
Sahibinden,95.0,2+1,Istanbul,Bahçelievler,Zafer,24 Mayıs  2025,2400000,2.0,1.0,3.0,2025-05-24,5,24,25263.157894736843,True,True
Sahibinden,125.0,3+1,Istanbul,Başakşehir,Bilinmiyor,24 Mayıs  2025,6800000,3.0,1.0,4.0,2025-05-24,5,24,54400.0,True,True
Sahibinden,100.0,2+1,Istanbul,Gaziosmanpaşa,Küçükköy,24 Mayıs  2025,4300000,2.0,1.0,3.0,2025-05-24,5,24,43000.0,True,True
Sahibinden,85.0,2+1,Istanbul,Pendik,Yenişehir,24 Mayıs  2025,3750000,2.0,1.0,3.0,2025-05-24,5,24,44117.64705882353,True,True
Sahibinden,75.0,2+1,Istanbul,Zeytinburnu,Beştelsiz,24 Mayıs  2025,7300000,2.0,1.0,3.0,2025-05-24,5,24,97333.33333333333,True,True
Sahibinden,140.0,3+1,Istanbul,Bahçelievler,Kocasinan,24 Mayıs  2025,4800000,3.0,1.0,4.0,2025-05-24,5,24,34285.71428571428,True,True
Sahibinden,120.0,3+1,Istanbul,Güngören,Bilinmiyor,24 Mayıs  2025,6800000,3.0,1.0,4.0,2025-05-24,5,24,56666.666666666664,True,True
Sahibinden,120.0,1+1,Istanbul,Ataşehir,Barbaros,24 Mayıs  2025,21500000,1.0,1.0,2.0,2025-05-24,5,24,179166.66666666666,True,False
Sahibinden,114.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,1800000,2.0,1.0,3.0,2025-05-24,5,24,15789.473684210527,True,True
Sahibinden,125.0,3+1,Istanbul,Arnavutköy,Bilinmiyor,24 Mayıs  2025,4500000,3.0,1.0,4.0,2025-05-24,5,24,36000.0,True,True
Sahibinden,70.0,2+1,Istanbul,Zeytinburnu,Merkezefendi,24 Mayıs  2025,3100000,2.0,1.0,3.0,2025-05-24,5,24,44285.71428571428,True,True
Sahibinden,95.0,2+1,Istanbul,Pendik,Esenyalı,24 Mayıs  2025,3900000,2.0,1.0,3.0,2025-05-24,5,24,41052.63157894737,True,True
Sahibinden,170.0,4+2,Istanbul,Sancaktepe,Yenidoğan,24 Mayıs  2025,5650000,4.0,2.0,6.0,2025-05-24,5,24,33235.294117647056,True,True
Sahibinden,145.0,3+1,Istanbul,Beykoz,Anadoluhisarı,24 Mayıs  2025,7400000,3.0,1.0,4.0,2025-05-24,5,24,51034.48275862069,True,True
Sahibinden,130.0,3+2,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2200000,3.0,2.0,5.0,2025-05-24,5,24,16923.076923076922,True,True
Sahibinden,118.0,3+1,Istanbul,Fatih,Haseki,24 Mayıs  2025,5500000,3.0,1.0,4.0,2025-05-24,5,24,46610.16949152543,True,True
Sahibinden,130.0,3+1,Istanbul,Pendik,Çamçeşme,24 Mayıs  2025,5900000,3.0,1.0,4.0,2025-05-24,5,24,45384.61538461538,True,True
Sahibinden,90.0,2+1,Istanbul,Fatih,Kocamustafapaşa,24 Mayıs  2025,4200000,2.0,1.0,3.0,2025-05-24,5,24,46666.666666666664,True,True
Sahibinden,120.0,2+1,Istanbul,Esenyurt,Kıraç,24 Mayıs  2025,2600000,2.0,1.0,3.0,2025-05-24,5,24,21666.666666666668,True,True
Sahibinden,300.0,5+1,Istanbul,Bahçelievler,Yenibosna,24 Mayıs  2025,14950000,5.0,1.0,6.0,2025-05-24,5,24,49833.333333333336,True,True
Sahibinden,183.0,4+1,Istanbul,Beylikdüzü,Kavaklı,24 Mayıs  2025,9200000,4.0,1.0,5.0,2025-05-24,5,24,50273.22404371585,True,True
Sahibinden,118.0,2+1,Istanbul,Çekmeköy,Alemdağ(Alemdar),24 Mayıs  2025,9250000,2.0,1.0,3.0,2025-05-24,5,24,78389.83050847458,True,True
Sahibinden,90.0,2+1,Istanbul,Bayrampaşa,Numunebağ,24 Mayıs  2025,3000000,2.0,1.0,3.0,2025-05-24,5,24,33333.333333333336,True,True
Sahibinden,100.0,2+1,Istanbul,Küçükçekmece,Halkalı,24 Mayıs  2025,1900000,2.0,1.0,3.0,2025-05-24,5,24,19000.0,True,True
Sahibinden,95.0,2+1,Istanbul,Bağcılar,Bilinmiyor,24 Mayıs  2025,4100000,2.0,1.0,3.0,2025-05-24,5,24,43157.89473684211,True,True
Sahibinden,300.0,5+2,Istanbul,Büyükçekmece,Bilinmiyor,24 Mayıs  2025,15800000,5.0,2.0,7.0,2025-05-24,5,24,52666.666666666664,True,False
Sahibinden,80.0,2+1,Istanbul,Eyüpsultan,Alibeyköy,24 Mayıs  2025,5200000,2.0,1.0,3.0,2025-05-24,5,24,65000.0,True,True
Sahibinden,300.0,5+2,Istanbul,Bayrampaşa,Numunebağ,24 Mayıs  2025,5200000,5.0,2.0,7.0,2025-05-24,5,24,17333.333333333332,True,True
Sahibinden,132.0,2+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,4980000,2.0,1.0,3.0,2025-05-24,5,24,37727.27272727273,True,True
Sahibinden,90.0,2+1,Istanbul,Kartal,Rahmanlar (Atalar),24 Mayıs  2025,3500000,2.0,1.0,3.0,2025-05-24,5,24,38888.88888888889,True,True
Sahibinden,143.0,3+1,Istanbul,Sultangazi,Sultançiftliği,24 Mayıs  2025,2100000,3.0,1.0,4.0,2025-05-24,5,24,14685.314685314685,True,True
Sahibinden,102.0,3+1,Istanbul,Küçükçekmece,Cennet,24 Mayıs  2025,10400000,3.0,1.0,4.0,2025-05-24,5,24,101960.7843137255,True,True
Sahibinden,130.0,3+1,Istanbul,Üsküdar,Beylerbeyi,24 Mayıs  2025,10250000,3.0,1.0,4.0,2025-05-24,5,24,78846.15384615384,True,True
Sahibinden,130.0,3+1,Istanbul,Üsküdar,Beylerbeyi,24 Mayıs  2025,10250000,3.0,1.0,4.0,2025-05-24,5,24,78846.15384615384,True,True
Sahibinden,100.0,2+1,Istanbul,Bahçelievler,Merkez,24 Mayıs  2025,12500000,2.0,1.0,3.0,2025-05-24,5,24,125000.0,True,True
Sahibinden,80.0,2+1,Istanbul,Beylikdüzü,Yakuplu,24 Mayıs  2025,2650000,2.0,1.0,3.0,2025-05-24,5,24,33125.0,True,True
Sahibinden,50.0,1+1,Istanbul,Bayrampaşa,Altıntepsi,24 Mayıs  2025,1990000,1.0,1.0,2.0,2025-05-24,5,24,39800.0,True,True
Sahibinden,65.0,1+1,Istanbul,Bakırköy,Kartaltepe,24 Mayıs  2025,1420000,1.0,1.0,2.0,2025-05-24,5,24,21846.153846153848,True,True
Sahibinden,100.0,3+1,Istanbul,Beylikdüzü,Gürpınar,24 Mayıs  2025,4500000,3.0,1.0,4.0,2025-05-24,5,24,45000.0,True,True
Sahibinden,95.0,2+1,Istanbul,Ümraniye,Esenşehir,24 Mayıs  2025,5350000,2.0,1.0,3.0,2025-05-24,5,24,56315.78947368421,True,True
Sahibinden,86.0,3+1,Istanbul,Maltepe,Cevizli,24 Mayıs  2025,4300000,3.0,1.0,4.0,2025-05-24,5,24,50000.0,True,True
Sahibinden,130.0,3+1,Istanbul,Sultangazi,Sultançiftliği,24 Mayıs  2025,7000000,3.0,1.0,4.0,2025-05-24,5,24,53846.153846153844,True,True
Sahibinden,68.0,1+1,Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,2550000,1.0,1.0,2.0,2025-05-24,5,24,37500.0,True,True
Sahibinden,110.0,3+1,Istanbul,Kartal,Yakacık,24 Mayıs  2025,5650000,3.0,1.0,4.0,2025-05-24,5,24,51363.63636363636,True,True
Sahibinden,205.0,3+2,Istanbul,Gaziosmanpaşa,Küçükköy,24 Mayıs  2025,8200000,3.0,2.0,5.0,2025-05-24,5,24,40000.0,True,True
Sahibinden,100.0,2+1,Istanbul,Avcılar,Firuzköy,24 Mayıs  2025,3550000,2.0,1.0,3.0,2025-05-24,5,24,35500.0,True,True
Sahibinden,92.0,2+1,Istanbul,Tuzla,Mimarsinan,24 Mayıs  2025,3650000,2.0,1.0,3.0,2025-05-24,5,24,39673.913043478264,True,True
Sahibinden,85.0,Stüdyo (1+0),Istanbul,Esenyurt,Bilinmiyor,24 Mayıs  2025,748000,1.0,0.0,1.0,2025-05-24,5,24,8800.0,True,False
Sahibinden,130.0,3+1,Istanbul,Pendik,Yenişehir,24 Mayıs  2025,7630000,3.0,1.0,4.0,2025-05-24,5,24,58692.307692307695,True,True
Sahibinden,365.0,5+1,Istanbul,Başakşehir,Bahçeşehir,24 Mayıs  2025,24000000,5.0,1.0,6.0,2025-05-24,5,24,65753.42465753424,True,False
Sahibinden,150.0,3+1,Istanbul,Başakşehir,Bilinmiyor,24 Mayıs  2025,12600000,3.0,1.0,4.0,2025-05-24,5,24,84000.0,True,True
